"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.556204848E1,7.417750359E-2,3.493520916E-1,9.744770050E0,9.751312348E0
2.556440911E1,7.896314561E-2,3.254238665E-1,9.737591743E0,9.743347927E0
2.556676978E1,5.503492057E-2,3.302095234E-1,9.725627899E0,9.731387630E0
2.556913041E1,6.939185411E-2,3.302095234E-1,9.718449593E0,9.724305427E0
2.557149103E1,7.896314561E-2,3.302095234E-1,9.749555588E0,9.755465528E0
2.557385166E1,7.417750359E-2,3.254238665E-1,9.742377281E0,9.748093049E0
2.557621233E1,8.135596663E-2,3.517449200E-1,9.732806206E0,9.739499983E0
2.557857296E1,6.460621208E-2,3.302095234E-1,9.759127617E0,9.764926223E0
2.558093358E1,7.896314561E-2,3.421736360E-1,9.739984512E0,9.746312958E0
2.558329421E1,5.742774159E-2,3.469592929E-1,9.723235130E0,9.729593008E0
2.558565483E1,6.460621208E-2,3.421736360E-1,9.708877563E0,9.715120190E0
2.558801551E1,6.460621208E-2,3.493520916E-1,9.725627899E0,9.732114821E0
2.559037614E1,7.896314561E-2,3.493520916E-1,9.732806206E0,9.739394165E0
2.559273676E1,6.699903309E-2,3.589234054E-1,9.730413437E0,9.737261449E0
2.559509739E1,7.178468257E-2,3.565305769E-1,9.756733894E0,9.763509788E0
2.559745806E1,5.742774159E-2,3.278166950E-1,9.730413437E0,9.736103296E0
2.559981869E1,5.982056633E-2,3.278166950E-1,9.730413437E0,9.736117704E0
2.560217931E1,5.982056633E-2,3.397808075E-1,9.732806206E0,9.738919146E0
2.560453994E1,7.896314561E-2,3.397808075E-1,9.723235130E0,9.729490612E0
2.560690062E1,8.614161611E-2,3.445664644E-1,9.749555588E0,9.756022785E0
2.560926124E1,7.417750359E-2,3.613162339E-1,9.720842361E0,9.727837783E0
2.561162187E1,6.699903309E-2,3.397808075E-1,9.749555588E0,9.755704691E0
2.561398249E1,6.460621208E-2,3.613162339E-1,9.751948357E0,9.758853423E0
2.561634312E1,9.571290761E-2,3.708875179E-1,9.761520386E0,9.769032642E0
2.561870379E1,7.178468257E-2,3.517449200E-1,9.749555588E0,9.756162754E0
2.562106442E1,6.939185411E-2,3.469592929E-1,9.737591743E0,9.744018111E0
2.562342504E1,6.939185411E-2,3.421736360E-1,9.737591743E0,9.743848880E0
2.562578567E1,9.332008660E-2,3.326023519E-1,9.739984512E0,9.746108519E0
2.562814629E1,8.853443712E-2,3.708875179E-1,9.732806206E0,9.740272714E0
2.563050697E1,6.939185411E-2,3.493520916E-1,9.730413437E0,9.736930100E0
2.563286760E1,7.178468257E-2,3.541377485E-1,9.737591743E0,9.744293692E0
2.563522822E1,7.417750359E-2,3.493520916E-1,9.747162819E0,9.753703512E0
2.563758890E1,6.939185411E-2,3.565305769E-1,9.739984512E0,9.746754721E0
2.563994952E1,6.221338734E-2,3.230310678E-1,9.716055870E0,9.721623385E0
2.564231015E1,7.657032460E-2,3.326023519E-1,9.744770050E0,9.750745134E0
2.564467077E1,7.896314561E-2,3.182454109E-1,9.735198975E0,9.740719398E0
2.564703140E1,4.546362907E-2,3.302095234E-1,9.737591743E0,9.743295040E0
2.564939207E1,6.221338734E-2,3.445664644E-1,9.742377281E0,9.748667173E0
2.565175270E1,6.699903309E-2,3.302095234E-1,9.723235130E0,9.729071312E0
2.565411332E1,5.742774159E-2,3.589234054E-1,9.735198975E0,9.741982500E0
2.565647395E1,6.221338734E-2,3.541377485E-1,9.739984512E0,9.746619022E0
2.565883463E1,5.742774159E-2,3.517449200E-1,9.754341125E0,9.760850026E0
2.566119525E1,5.503492057E-2,3.469592929E-1,9.730413437E0,9.736752808E0
2.566355588E1,4.785645381E-2,3.349951804E-1,9.737591743E0,9.743469863E0
2.566591650E1,5.264209956E-2,3.421736360E-1,9.742377281E0,9.748526508E0
2.566827713E1,5.503492057E-2,3.349951804E-1,9.749555588E0,9.755464355E0
2.567063780E1,2.871387079E-2,3.493520916E-1,9.728020668E0,9.734333952E0
2.567299843E1,5.982056633E-2,3.565305769E-1,9.744770050E0,9.751473524E0
2.567535905E1,6.939185411E-2,3.326023519E-1,9.732806206E0,9.738734835E0
2.567771968E1,5.264209956E-2,3.278166950E-1,9.739984512E0,9.745641758E0
2.568008036E1,7.896314561E-2,3.469592929E-1,9.735198975E0,9.741699801E0
2.568244098E1,5.024927482E-2,3.421736360E-1,9.749555588E0,9.755687672E0
2.568480160E1,7.417750359E-2,3.182454109E-1,9.742377281E0,9.747856048E0
2.568716223E1,4.785645381E-2,3.469592929E-1,9.725627899E0,9.731932440E0
2.568952291E1,7.896314561E-2,3.589234054E-1,9.742377281E0,9.749306451E0
2.569188353E1,7.657032460E-2,3.397808075E-1,9.756733894E0,9.762948853E0
2.569424416E1,2.392822690E-2,3.349951804E-1,9.749555588E0,9.755338461E0
2.569660478E1,6.460621208E-2,3.373879790E-1,9.739984512E0,9.746040371E0
2.569896546E1,6.460621208E-2,3.373879790E-1,9.739984512E0,9.746040371E0
2.570132608E1,6.699903309E-2,3.541377485E-1,9.720842361E0,9.727521711E0
2.570368671E1,9.332008660E-2,3.302095234E-1,9.718449593E0,9.724505615E0
2.570604733E1,5.742774159E-2,3.589234054E-1,9.737591743E0,9.744373603E0
2.570840796E1,6.460621208E-2,3.445664644E-1,9.744770050E0,9.751073958E0
2.571076864E1,5.982056633E-2,3.110669553E-1,9.732806206E0,9.737959632E0
2.571312921E1,8.614161611E-2,3.397808075E-1,9.725627899E0,9.731942736E0
2.571548989E1,6.460621208E-2,3.397808075E-1,9.739984512E0,9.746123499E0
2.571785051E1,5.503492057E-2,3.397808075E-1,9.742377281E0,9.748456028E0
2.572021114E1,4.785645381E-2,3.206382394E-1,9.723235130E0,9.728638164E0
2.572257181E1,7.896314561E-2,3.493520916E-1,9.728020668E0,9.734611866E0
2.572493244E1,7.896314561E-2,3.589234054E-1,9.716055870E0,9.723003798E0
2.572729306E1,6.939185411E-2,3.565305769E-1,9.739984512E0,9.746754721E0
2.572965369E1,5.024927482E-2,3.373879790E-1,9.751948357E0,9.757912297E0
2.573201437E1,5.024927482E-2,3.565305769E-1,9.751948357E0,9.758592921E0
2.573437499E1,7.896314561E-2,3.421736360E-1,9.713663101E0,9.720008684E0
2.573673556E1,5.742774159E-2,3.493520916E-1,9.742377281E0,9.748808128E0
2.573909624E1,7.178468257E-2,3.373879790E-1,9.749555588E0,9.755655685E0
2.574145692E1,8.614161611E-2,3.134597540E-1,9.759127617E0,9.764540401E0
2.574381749E1,6.699903309E-2,3.302095234E-1,9.749555588E0,9.755376023E0
2.574617817E1,6.460621208E-2,3.397808075E-1,9.747162819E0,9.753297287E0
2.574853879E1,7.178468257E-2,3.206382394E-1,9.763913155E0,9.769440210E0
2.575089942E1,5.503492057E-2,3.349951804E-1,9.749555588E0,9.755464355E0
2.575326010E1,7.417750359E-2,3.445664644E-1,9.742377281E0,9.748750866E0
2.575562072E1,7.657032460E-2,3.493520916E-1,9.725627899E0,9.732201597E0
2.575798187E1,5.264209956E-2,3.373879790E-1,9.725627899E0,9.731620619E0
2.576034197E1,6.221338734E-2,3.397808075E-1,9.723235130E0,9.729369091E0
2.576270265E1,6.699903309E-2,3.421736360E-1,9.730413437E0,9.736658427E0
2.576506327E1,9.092725813E-2,3.278166950E-1,9.718449593E0,9.724401989E0
2.576742385E1,6.699903309E-2,3.565305769E-1,9.735198975E0,9.741955758E0
2.576978452E1,7.417750359E-2,3.469592929E-1,9.739984512E0,9.746444549E0
2.577214515E1,5.503492057E-2,3.254238665E-1,9.751948357E0,9.757531772E0
2.577450582E1,4.785645381E-2,3.182454109E-1,9.751948357E0,9.757257152E0
2.577686645E1,9.092725813E-2,3.445664644E-1,9.749555588E0,9.756066214E0
2.577922707E1,6.939185411E-2,3.302095234E-1,9.713663101E0,9.719521820E0
2.578158770E1,5.742774159E-2,3.565305769E-1,9.756733894E0,9.763414786E0
2.578394838E1,5.024927482E-2,3.613162339E-1,9.754341125E0,9.761160034E0
2.578630900E1,6.460621208E-2,3.445664644E-1,9.725627899E0,9.731944207E0
2.578866963E1,6.221338734E-2,3.158525825E-1,9.742377281E0,9.747694520E0
2.579103025E1,6.939185411E-2,3.206382394E-1,9.747162819E0,9.752682048E0
2.579339093E1,5.024927482E-2,3.445664644E-1,9.725627899E0,9.731859487E0
2.579575155E1,7.657032460E-2,3.182454109E-1,9.754341125E0,9.759831656E0
2.579811218E1,6.460621208E-2,3.445664644E-1,9.744770050E0,9.751073958E0
2.580047280E1,6.460621208E-2,3.445664644E-1,9.732806206E0,9.739117858E0
2.580283343E1,3.589234129E-2,3.302095234E-1,9.739984512E0,9.745646458E0
2.580519410E1,4.307080805E-2,3.541377485E-1,9.744770050E0,9.751297963E0
2.580755473E1,7.657032460E-2,3.349951804E-1,9.732806206E0,9.738870644E0
2.580991536E1,3.828516230E-2,3.326023519E-1,9.749555588E0,9.755302365E0
2.581227598E1,6.221338734E-2,3.254238665E-1,9.747162819E0,9.752792124E0
2.581463666E1,3.349951655E-2,3.206382394E-1,9.766305923E0,9.771625376E0
2.581699728E1,4.546362907E-2,3.349951804E-1,9.747162819E0,9.753023722E0
2.581935791E1,7.178468257E-2,3.469592929E-1,9.728020668E0,9.734470705E0
2.582171853E1,5.503492057E-2,3.349951804E-1,9.737591743E0,9.743507765E0
2.582407921E1,8.374879509E-2,3.373879790E-1,9.732806206E0,9.739012329E0
2.582643983E1,7.417750359E-2,3.230310678E-1,9.739984512E0,9.745622077E0
2.582880046E1,8.135596663E-2,3.445664644E-1,9.732806206E0,9.739243373E0
2.583116108E1,7.896314561E-2,3.565305769E-1,9.749555588E0,9.756391925E0
2.583352171E1,7.178468257E-2,3.493520916E-1,9.739984512E0,9.746512106E0
2.583588239E1,5.264209956E-2,3.373879790E-1,9.735198975E0,9.741185806E0
2.583824301E1,5.024927482E-2,3.469592929E-1,9.735198975E0,9.741509371E0
2.584060364E1,7.657032460E-2,3.541377485E-1,9.759127617E0,9.765851136E0
2.584296426E1,5.024927482E-2,3.517449200E-1,9.737591743E0,9.744072169E0
2.584532494E1,5.503492057E-2,3.302095234E-1,9.737591743E0,9.743344402E0
2.584768556E1,6.939185411E-2,3.397808075E-1,9.737591743E0,9.743765144E0
2.585004619E1,6.699903309E-2,3.326023519E-1,9.720842361E0,9.726761507E0
2.585240681E1,5.742774159E-2,3.302095234E-1,9.725627899E0,9.731401457E0
2.585476744E1,6.939185411E-2,3.278166950E-1,9.744770050E0,9.750529337E0
2.585712806E1,8.614161611E-2,3.373879790E-1,9.747162819E0,9.753380647E0
2.585948874E1,6.939185411E-2,3.349951804E-1,9.730413437E0,9.736425558E0
2.586184937E1,7.178468257E-2,3.661018610E-1,9.749555588E0,9.756690923E0
2.586420999E1,7.417750359E-2,3.254238665E-1,9.756733894E0,9.762441256E0
2.586657062E1,6.939185411E-2,3.613162339E-1,9.728020668E0,9.734975643E0
2.586893129E1,6.221338734E-2,3.517449200E-1,9.730413437E0,9.736967734E0
2.587129192E1,8.135596663E-2,3.397808075E-1,9.749555588E0,9.755813854E0
2.587365254E1,7.178468257E-2,3.349951804E-1,9.751948357E0,9.757964519E0
2.587601317E1,6.460621208E-2,3.397808075E-1,9.744770050E0,9.750906024E0
2.587837385E1,4.546362907E-2,3.541377485E-1,9.735198975E0,9.741744175E0
2.588073447E1,5.742774159E-2,3.565305769E-1,9.725627899E0,9.732330144E0
2.588309504E1,5.742774159E-2,3.421736360E-1,9.737591743E0,9.743771021E0
2.588545572E1,8.374879509E-2,3.326023519E-1,9.732806206E0,9.738847715E0
2.588781640E1,6.221338734E-2,3.493520916E-1,9.749555588E0,9.756011047E0
2.589017702E1,4.546362907E-2,3.445664644E-1,9.718449593E0,9.724662229E0
2.589253765E1,5.264209956E-2,3.326023519E-1,9.751948357E0,9.757760617E0
2.589489827E1,6.699903309E-2,3.469592929E-1,9.716055870E0,9.722479688E0
2.589725890E1,6.699903309E-2,3.517449200E-1,9.735198975E0,9.741781790E0
2.589961957E1,6.939185411E-2,3.278166950E-1,9.720842361E0,9.726615816E0
2.590198020E1,5.264209956E-2,3.493520916E-1,9.754341125E0,9.760737107E0
2.590434082E1,6.699903309E-2,3.541377485E-1,9.759127617E0,9.765780781E0
2.590670145E1,7.417750359E-2,3.684946895E-1,9.739984512E0,9.747234938E0
2.590906207E1,7.896314561E-2,3.349951804E-1,9.739984512E0,9.746063577E0
2.591142275E1,6.939185411E-2,3.373879790E-1,9.735198975E0,9.741290723E0
2.591378338E1,7.178468257E-2,3.373879790E-1,9.739984512E0,9.746090600E0
2.591614400E1,5.982056633E-2,3.421736360E-1,9.728020668E0,9.734220432E0
2.591850463E1,8.135596663E-2,3.349951804E-1,9.747162819E0,9.753257076E0
2.592086530E1,5.982056633E-2,3.206382394E-1,9.737591743E0,9.743052927E0
2.592322593E1,5.024927482E-2,3.397808075E-1,9.749555588E0,9.755604038E0
2.592558655E1,6.699903309E-2,3.469592929E-1,9.747162819E0,9.753566150E0
2.592794718E1,6.221338734E-2,3.349951804E-1,9.747162819E0,9.753116184E0
2.593030786E1,7.417750359E-2,3.469592929E-1,9.737591743E0,9.744053367E0
2.593266843E1,6.939185411E-2,3.230310678E-1,9.725627899E0,9.731238479E0
2.593502910E1,6.221338734E-2,3.278166950E-1,9.747162819E0,9.752872259E0
2.593738973E1,6.460621208E-2,3.230310678E-1,9.751948357E0,9.757510942E0
2.593975036E1,5.503492057E-2,3.517449200E-1,9.754341125E0,9.760836241E0
2.594211103E1,7.178468257E-2,3.589234054E-1,9.728020668E0,9.734904477E0
2.594447166E1,7.417750359E-2,3.445664644E-1,9.720842361E0,9.727230056E0
2.594683228E1,7.657032460E-2,3.182454109E-1,9.742377281E0,9.747874550E0
2.594919291E1,5.742774159E-2,3.326023519E-1,9.751948357E0,9.757787609E0
2.595155353E1,6.699903309E-2,3.349951804E-1,9.730413437E0,9.736408799E0
2.595391421E1,5.264209956E-2,3.349951804E-1,9.720842361E0,9.726755326E0
2.595627483E1,7.417750359E-2,3.302095234E-1,9.728020668E0,9.733906038E0
2.595863546E1,8.853443712E-2,3.589234054E-1,9.737591743E0,9.744606576E0
2.596099608E1,6.699903309E-2,3.493520916E-1,9.732806206E0,9.739304513E0
2.596335676E1,6.939185411E-2,3.302095234E-1,9.730413437E0,9.736262076E0
2.596571739E1,8.135596663E-2,3.326023519E-1,9.739984512E0,9.746001304E0
2.596807801E1,6.699903309E-2,3.326023519E-1,9.737591743E0,9.743500714E0
2.597043864E1,7.178468257E-2,3.732803464E-1,9.756733894E0,9.764135781E0
2.597279926E1,8.374879509E-2,3.565305769E-1,9.749555588E0,9.756431831E0
2.597515994E1,5.742774159E-2,3.278166950E-1,9.735198975E0,9.740886038E0
2.597752056E1,8.135596663E-2,3.254238665E-1,9.742377281E0,9.748150316E0
2.597988119E1,5.742774159E-2,3.302095234E-1,9.744770050E0,9.750532273E0
2.598224181E1,6.699903309E-2,3.445664644E-1,9.728020668E0,9.734351598E0
2.598460249E1,6.699903309E-2,3.230310678E-1,9.737591743E0,9.743178686E0
2.598696312E1,6.221338734E-2,3.445664644E-1,9.739984512E0,9.746275948E0
2.598932374E1,7.896314561E-2,3.302095234E-1,9.744770050E0,9.750682891E0
2.599168437E1,9.332008660E-2,3.421736360E-1,9.739984512E0,9.746439849E0
2.599404504E1,6.460621208E-2,3.445664644E-1,9.749555588E0,9.755856404E0
2.599640567E1,6.460621208E-2,3.517449200E-1,9.749555588E0,9.756112577E0
2.599876629E1,5.982056633E-2,3.349951804E-1,9.747162819E0,9.753101214E0
2.600112692E1,6.939185411E-2,3.517449200E-1,9.737591743E0,9.744189688E0
2.600348754E1,5.982056633E-2,3.302095234E-1,9.713663101E0,9.719458199E0
2.600584822E1,5.024927482E-2,3.397808075E-1,9.747162819E0,9.753212753E0
2.600820885E1,5.264209956E-2,3.445664644E-1,9.747162819E0,9.753393269E0
2.601056947E1,6.221338734E-2,3.349951804E-1,9.725627899E0,9.731594438E0
2.601293010E1,4.785645381E-2,3.326023519E-1,9.730413437E0,9.736213854E0
2.601529077E1,5.503492057E-2,3.230310678E-1,9.735198975E0,9.740712345E0
2.601765140E1,5.024927482E-2,3.326023519E-1,9.763913155E0,9.769705697E0
2.602001202E1,6.699903309E-2,3.349951804E-1,9.768698692E0,9.774670572E0
2.602237265E1,5.264209956E-2,3.349951804E-1,9.732806206E0,9.738711907E0
2.602473327E1,4.067798331E-2,3.254238665E-1,9.744770050E0,9.750287110E0
2.602709395E1,4.785645381E-2,3.373879790E-1,9.723235130E0,9.729204607E0
2.602945457E1,5.982056633E-2,3.373879790E-1,9.747162819E0,9.753183694E0
2.603181520E1,6.699903309E-2,3.302095234E-1,9.754341125E0,9.760158707E0
2.603417582E1,5.503492057E-2,3.373879790E-1,9.756733894E0,9.762720716E0
2.603653645E1,8.135596663E-2,3.421736360E-1,9.732806206E0,9.739159010E0
2.603889713E1,7.417750359E-2,3.565305769E-1,9.720842361E0,9.727661208E0
2.604125775E1,3.110669367E-2,3.182454109E-1,9.747162819E0,9.752406410E0
2.604361838E1,7.178468257E-2,3.661018610E-1,9.720842361E0,9.727998758E0
2.604597900E1,5.264209956E-2,3.613162339E-1,9.744770050E0,9.751608275E0
2.604833968E1,8.135596663E-2,3.445664644E-1,9.747162819E0,9.753590511E0
2.605070030E1,7.178468257E-2,3.397808075E-1,9.737591743E0,9.743782479E0
2.605306093E1,5.024927482E-2,3.302095234E-1,9.751948357E0,9.757666733E0
2.605542155E1,5.264209956E-2,3.158525825E-1,9.730413437E0,9.735680752E0
2.605778218E1,7.896314561E-2,3.469592929E-1,9.761520386E0,9.768003694E0
2.606014286E1,8.135596663E-2,3.421736360E-1,9.737591743E0,9.743941428E0
2.606250348E1,7.417750359E-2,3.349951804E-1,9.744770050E0,9.750808551E0
2.606486410E1,7.178468257E-2,3.206382394E-1,9.739984512E0,9.745525138E0
2.606722473E1,8.374879509E-2,3.397808075E-1,9.739984512E0,9.746269192E0
2.606958541E1,5.503492057E-2,3.326023519E-1,9.720842361E0,9.726686454E0
2.607194603E1,7.417750359E-2,3.469592929E-1,9.742377281E0,9.748835733E0
2.607430666E1,7.657032460E-2,3.206382394E-1,9.747162819E0,9.752735766E0
2.607666728E1,5.982056633E-2,3.278166950E-1,9.737591743E0,9.743291808E0
2.607902791E1,7.178468257E-2,3.278166950E-1,9.725627899E0,9.731415871E0
2.608138858E1,6.699903309E-2,3.421736360E-1,9.737591743E0,9.743832133E0
2.608374921E1,7.178468257E-2,3.565305769E-1,9.737591743E0,9.744380948E0
2.608610983E1,6.221338734E-2,3.373879790E-1,9.723235130E0,9.729285819E0
2.608847046E1,6.221338734E-2,3.373879790E-1,9.732806206E0,9.738850948E0
2.609083114E1,6.699903309E-2,3.493520916E-1,9.720842361E0,9.727348661E0
2.609319176E1,6.699903309E-2,3.637090325E-1,9.730413437E0,9.737439026E0
2.609555239E1,8.135596663E-2,3.541377485E-1,9.737591743E0,9.744368902E0
2.609791301E1,8.135596663E-2,3.373879790E-1,9.720842361E0,9.727035810E0
2.610027364E1,5.742774159E-2,3.397808075E-1,9.728020668E0,9.734122203E0
2.610263431E1,7.896314561E-2,3.254238665E-1,9.759127617E0,9.764871106E0
2.610499494E1,7.657032460E-2,3.421736360E-1,9.728020668E0,9.734337776E0
2.610735556E1,5.503492057E-2,3.469592929E-1,9.718449593E0,9.724796763E0
2.610971619E1,7.178468257E-2,3.421736360E-1,9.723235130E0,9.729518859E0
2.611207681E1,7.417750359E-2,3.397808075E-1,9.732806206E0,9.739017914E0
2.611443749E1,5.982056633E-2,3.637090325E-1,9.754341125E0,9.761302861E0
2.611679812E1,5.503492057E-2,3.565305769E-1,9.747162819E0,9.753836472E0
2.611915869E1,4.546362907E-2,3.661018610E-1,9.728020668E0,9.735013284E0
2.612151937E1,4.307080805E-2,3.469592929E-1,9.747162819E0,9.753431133E0
2.612388004E1,5.982056633E-2,3.349951804E-1,9.749555588E0,9.755492526E0
2.612624067E1,5.982056633E-2,3.302095234E-1,9.754341125E0,9.760112070E0
2.612860129E1,7.657032460E-2,3.445664644E-1,9.749555588E0,9.755942969E0
2.613096192E1,6.939185411E-2,3.302095234E-1,9.754341125E0,9.760175426E0
2.613332254E1,6.699903309E-2,3.541377485E-1,9.749555588E0,9.756215279E0
2.613568317E1,6.939185411E-2,3.373879790E-1,9.739984512E0,9.746073270E0
2.613804385E1,6.221338734E-2,3.302095234E-1,9.739984512E0,9.745778939E0
2.614040447E1,7.417750359E-2,3.469592929E-1,9.747162819E0,9.753618102E0
2.614276510E1,8.374879509E-2,3.349951804E-1,9.747162819E0,9.753277329E0
2.614512577E1,5.982056633E-2,3.373879790E-1,9.730413437E0,9.736444669E0
2.614748640E1,4.307080805E-2,3.349951804E-1,9.747162819E0,9.753012862E0
2.614984702E1,5.982056633E-2,3.493520916E-1,9.759127617E0,9.765561798E0
2.615220765E1,6.221338734E-2,3.637090325E-1,9.728020668E0,9.735016224E0
2.615456827E1,5.982056633E-2,3.349951804E-1,9.756733894E0,9.762666468E0
2.615692895E1,7.178468257E-2,3.373879790E-1,9.742377281E0,9.748481870E0
2.615928957E1,6.699903309E-2,3.397808075E-1,9.739984512E0,9.746139655E0
2.616165020E1,6.221338734E-2,3.397808075E-1,9.749555588E0,9.755672999E0
2.616401082E1,7.178468257E-2,3.517449200E-1,9.749555588E0,9.756162754E0
2.616637150E1,5.264209956E-2,3.254238665E-1,9.742377281E0,9.747952963E0
2.616873213E1,8.374879509E-2,3.517449200E-1,9.742377281E0,9.749084749E0
2.617109275E1,6.699903309E-2,3.349951804E-1,9.744770050E0,9.750756584E0
2.617345338E1,7.417750359E-2,3.326023519E-1,9.728020668E0,9.733987505E0
2.617581400E1,7.178468257E-2,3.517449200E-1,9.756733894E0,9.763336203E0
2.617817468E1,5.503492057E-2,3.397808075E-1,9.732806206E0,9.738890927E0
2.618053530E1,4.546362907E-2,3.421736360E-1,9.735198975E0,9.741316585E0
2.618289593E1,5.024927482E-2,3.565305769E-1,9.749555588E0,9.756201781E0
2.618525655E1,6.221338734E-2,3.421736360E-1,9.742377281E0,9.748582891E0
2.618761718E1,6.460621208E-2,3.278166950E-1,9.754341125E0,9.760061913E0
2.618997786E1,6.699903309E-2,3.541377485E-1,9.761520386E0,9.768171920E0
2.619233848E1,7.657032460E-2,3.493520916E-1,9.732806206E0,9.739375059E0
2.619469910E1,5.264209956E-2,3.565305769E-1,9.735198975E0,9.741867599E0
2.619705973E1,6.939185411E-2,3.493520916E-1,9.732806206E0,9.739321268E0
2.619942041E1,5.982056633E-2,3.397808075E-1,9.735198975E0,9.741310414E0
2.620178103E1,4.307080805E-2,3.254238665E-1,9.735198975E0,9.740731742E0
2.620414166E1,5.264209956E-2,3.254238665E-1,9.754341125E0,9.759909973E0
2.620650228E1,8.853443712E-2,3.613162339E-1,9.728020668E0,9.735130913E0
2.620886291E1,8.614161611E-2,3.445664644E-1,9.723235130E0,9.729719823E0
2.621122358E1,6.939185411E-2,3.493520916E-1,9.728020668E0,9.734538933E0
2.621358421E1,5.024927482E-2,3.469592929E-1,9.754341125E0,9.760639146E0
2.621594483E1,8.135596663E-2,3.469592929E-1,9.732806206E0,9.739328323E0
2.621830546E1,6.221338734E-2,3.326023519E-1,9.739984512E0,9.745860307E0
2.622066614E1,4.307080805E-2,3.302095234E-1,9.744770050E0,9.750458284E0
2.622302676E1,7.178468257E-2,3.349951804E-1,9.723235130E0,9.729269048E0
2.622538739E1,6.460621208E-2,3.421736360E-1,9.742377281E0,9.748598456E0
2.622774801E1,5.742774159E-2,3.326023519E-1,9.747162819E0,9.753004936E0
2.623010864E1,7.417750359E-2,3.445664644E-1,9.732806206E0,9.739186054E0
2.623246931E1,6.460621208E-2,3.589234054E-1,9.708877563E0,9.715724549E0
2.623482994E1,6.699903309E-2,3.493520916E-1,9.723235130E0,9.729739830E0
2.623719056E1,5.742774159E-2,3.541377485E-1,9.747162819E0,9.753763095E0
2.623955119E1,6.460621208E-2,3.230310678E-1,9.744770050E0,9.750336731E0
2.624191181E1,6.221338734E-2,3.302095234E-1,9.751948357E0,9.757735679E0
2.624427249E1,5.503492057E-2,3.421736360E-1,9.747162819E0,9.753322237E0
2.624663306E1,5.982056633E-2,3.421736360E-1,9.742377281E0,9.748567915E0
2.624899374E1,5.264209956E-2,3.230310678E-1,9.737591743E0,9.743090538E0
2.625135437E1,7.178468257E-2,3.445664644E-1,9.739984512E0,9.746341744E0
2.625371504E1,6.221338734E-2,3.517449200E-1,9.747162819E0,9.753705860E0
2.625607567E1,4.546362907E-2,3.349951804E-1,9.742377281E0,9.748241062E0
2.625843629E1,5.982056633E-2,3.493520916E-1,9.737591743E0,9.744040145E0
2.626079692E1,8.135596663E-2,3.493520916E-1,9.730413437E0,9.737022714E0
2.626315754E1,8.135596663E-2,3.613162339E-1,9.739984512E0,9.747023469E0
2.626551822E1,6.460621208E-2,3.326023519E-1,9.749555588E0,9.755441171E0
2.626787885E1,6.939185411E-2,3.517449200E-1,9.744770050E0,9.751363138E0
2.627023947E1,8.374879509E-2,3.541377485E-1,9.735198975E0,9.741998074E0
2.627260010E1,6.699903309E-2,3.397808075E-1,9.744770050E0,9.750922172E0
2.627496077E1,5.982056633E-2,3.397808075E-1,9.751948357E0,9.758049305E0
2.627732140E1,6.939185411E-2,3.230310678E-1,9.751948357E0,9.757543802E0
2.627968202E1,5.742774159E-2,3.158525825E-1,9.725627899E0,9.730924870E0
2.628204265E1,6.460621208E-2,3.397808075E-1,9.732806206E0,9.738949717E0
2.628440327E1,9.332008660E-2,3.613162339E-1,9.735198975E0,9.742348646E0
2.628676395E1,5.742774159E-2,3.445664644E-1,9.732806206E0,9.739072884E0
2.628912457E1,7.178468257E-2,3.469592929E-1,9.739984512E0,9.746426632E0
2.629148520E1,7.657032460E-2,3.326023519E-1,9.749555588E0,9.755527741E0
2.629384582E1,5.264209956E-2,3.302095234E-1,9.749555588E0,9.755287985E0
2.629620650E1,6.221338734E-2,3.445664644E-1,9.749555588E0,9.755840851E0
2.629856713E1,7.417750359E-2,3.397808075E-1,9.747162819E0,9.753365384E0
2.630092775E1,5.982056633E-2,3.326023519E-1,9.766305923E0,9.772150951E0
2.630328838E1,8.135596663E-2,3.302095234E-1,9.749555588E0,9.755485189E0
2.630564895E1,8.374879509E-2,3.278166950E-1,9.730413437E0,9.736294126E0
2.630800968E1,7.896314561E-2,3.613162339E-1,9.728020668E0,9.735048573E0
2.631037030E1,7.178468257E-2,3.326023519E-1,9.728020668E0,9.733969565E0
2.631273093E1,5.503492057E-2,3.349951804E-1,9.732806206E0,9.738725135E0
2.631509155E1,8.614161611E-2,3.373879790E-1,9.763913155E0,9.770120323E0
2.631745218E1,8.135596663E-2,3.349951804E-1,9.744770050E0,9.750865802E0
2.631981280E1,7.657032460E-2,3.541377485E-1,9.744770050E0,9.751503468E0
2.632217348E1,6.460621208E-2,3.302095234E-1,9.749555588E0,9.755359883E0
2.632453410E1,7.657032460E-2,3.517449200E-1,9.735198975E0,9.741852318E0
2.632689473E1,7.417750359E-2,3.493520916E-1,9.744770050E0,9.751312348E0
2.632925536E1,7.417750359E-2,3.421736360E-1,9.744770050E0,9.751057811E0
2.633161603E1,5.982056633E-2,3.373879790E-1,9.728020668E0,9.734053383E0
2.633397666E1,5.982056633E-2,3.326023519E-1,9.739984512E0,9.745845326E0
2.633633728E1,8.374879509E-2,3.278166950E-1,9.737591743E0,9.743468100E0
2.633869791E1,7.417750359E-2,3.493520916E-1,9.737591743E0,9.744138861E0
2.634105858E1,5.503492057E-2,3.373879790E-1,9.732806206E0,9.738807737E0
