"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
5.958673496E0,6.681333482E-2,-2.619082667E-2,-1.466075517E-2,7.324560638E-2
5.961034226E0,6.803506613E-2,-2.496909723E-2,-1.466075517E-2,7.394027172E-2
5.963394903E0,7.170025259E-2,-2.313650399E-2,-1.282816008E-2,7.642503340E-2
5.965755528E0,7.903063297E-2,-2.374736778E-2,-1.160643063E-2,8.333359261E-2
5.968116205E0,8.147408813E-2,-2.374736778E-2,-1.160643063E-2,8.565438544E-2
5.970476830E0,8.880446851E-2,-2.435823344E-2,-7.941242307E-3,9.242629763E-2
5.972837507E0,9.552398324E-2,-2.435823344E-2,-6.108647678E-3,9.876978529E-2
5.975198080E0,1.040760875E-1,-2.435823344E-2,-4.886918236E-3,1.070001752E-1
5.977558809E0,1.114064679E-1,-2.496909723E-2,-4.276053514E-3,1.142503459E-1
5.979919434E0,1.187368408E-1,-2.557996288E-2,-4.276053514E-3,1.215362353E-1
5.982280111E0,1.230128929E-1,-2.496909723E-2,-2.443459118E-3,1.255452035E-1
5.984640788E0,1.285106838E-1,-2.619082667E-2,-2.443459118E-3,1.311751720E-1
5.987001413E0,1.309541315E-1,-2.924515121E-2,-6.108647794E-4,1.341813570E-1
5.989362038E0,1.303432733E-1,-3.229947388E-2,-3.054323839E-3,1.343203402E-1
5.991722715E0,1.297324002E-1,-3.718639165E-2,-4.886918236E-3,1.350451974E-1
5.994083392E0,1.291215420E-1,-4.146244749E-2,-4.886918236E-3,1.357033129E-1
5.996444017E0,1.285106838E-1,-4.634936526E-2,-3.665188793E-3,1.366626983E-1
5.998804694E0,1.248454899E-1,-5.123628303E-2,-3.665188793E-3,1.349999505E-1
6.001165319E0,1.254563481E-1,-5.490147322E-2,-1.832594397E-3,1.369555601E-1
6.003525996E0,1.211803034E-1,-5.612320080E-2,-1.221729559E-3,1.335513842E-1
6.005886621E0,1.181259751E-1,-5.795579776E-2,-6.108647794E-4,1.315788496E-1
6.008247298E0,1.144607887E-1,-5.978839099E-2,-0.000000000E0,1.291352928E-1
6.010607923E0,1.126281917E-1,-5.795579776E-2,1.832594397E-3,1.266781057E-1
6.012968601E0,1.083521396E-1,-5.673406646E-2,1.221729559E-3,1.223128492E-1
6.015329226E0,1.028543562E-1,-5.490147322E-2,6.108647794E-4,1.165914384E-1
6.017689903E0,1.010217592E-1,-5.184714869E-2,-0.000000000E0,1.135496484E-1
6.020050528E0,9.735657275E-2,-4.940368980E-2,-1.221729559E-3,1.091811314E-1
6.022411205E0,9.613484144E-2,-4.573849961E-2,-1.221729559E-3,1.064678858E-1
6.024771882E0,9.674570709E-2,-4.390590638E-2,-3.054323839E-3,1.062863554E-1
6.027132507E0,9.613484144E-2,-4.329504073E-2,-1.221729559E-3,1.054412676E-1
6.029493184E0,9.552398324E-2,-4.329504073E-2,-1.832594397E-3,1.048935190E-1
6.031853809E0,9.796743840E-2,-4.268417507E-2,-1.832594397E-3,1.068780435E-1
6.034214486E0,9.980003536E-2,-4.329504073E-2,-1.832594397E-3,1.088019578E-1
6.036575111E0,1.034652218E-1,-4.390590638E-2,-3.054323839E-3,1.124371364E-1
6.038935788E0,1.059086844E-1,-4.390590638E-2,-1.832594397E-3,1.146635795E-1
6.041296413E0,1.065195426E-1,-4.512763396E-2,-2.443459118E-3,1.157103574E-1
6.043657090E0,1.083521396E-1,-4.512763396E-2,-3.665188793E-3,1.174313549E-1
6.046017715E0,1.101847365E-1,-4.512763396E-2,-4.276053514E-3,1.191447193E-1
6.048378392E0,1.150716543E-1,-4.451677203E-2,-8.552107029E-3,1.236784830E-1
6.050739017E0,1.175151095E-1,-4.634936526E-2,-1.038470119E-2,1.267513575E-1
6.053099694E0,1.187368408E-1,-4.757109284E-2,-1.343902480E-2,1.286159151E-1
6.055460319E0,1.193477064E-1,-5.001455545E-2,-1.404988952E-2,1.301642431E-1
6.057820996E0,1.187368408E-1,-5.367974192E-2,-1.588248461E-2,1.312714949E-1
6.060181673E0,1.217911690E-1,-5.551233515E-2,-1.588248461E-2,1.347848713E-1
6.062542246E0,1.211803034E-1,-5.856665969E-2,-1.588248461E-2,1.355248054E-1
6.064902976E0,1.230128929E-1,-6.223184988E-2,-1.649334840E-2,1.388416562E-1
6.067263601E0,1.254563481E-1,-6.467530876E-2,-1.527161989E-2,1.419697616E-1
6.069624278E0,1.278998107E-1,-6.528617442E-2,-1.404988952E-2,1.442845991E-1
6.071984903E0,1.285106838E-1,-6.467530876E-2,-1.343902480E-2,1.444939403E-1
6.074345580E0,1.291215420E-1,-6.467530876E-2,-1.466075517E-2,1.451557987E-1
6.076706205E0,1.303432733E-1,-6.162098423E-2,-1.221729536E-2,1.446920070E-1
6.079066882E0,1.291215420E-1,-5.978839099E-2,-1.282816008E-2,1.428691219E-1
6.081427507E0,1.291215420E-1,-5.795579776E-2,-1.221729536E-2,1.420581198E-1
6.083788184E0,1.248454899E-1,-5.551233515E-2,-1.343902480E-2,1.372902876E-1
6.086148809E0,1.236237586E-1,-5.123628303E-2,-1.527161989E-2,1.346893194E-1
6.088509434E0,1.236237586E-1,-4.634936526E-2,-1.282816008E-2,1.326486300E-1
6.090870111E0,1.175151095E-1,-4.085158184E-2,-1.466075517E-2,1.252740613E-1
6.093230788E0,1.169042438E-1,-3.413207084E-2,-1.588248461E-2,1.228163418E-1
6.095591465E0,1.126281917E-1,-2.924515121E-2,-1.649334840E-2,1.175262480E-1
6.097952090E0,1.083521396E-1,-2.313650399E-2,-1.588248461E-2,1.119273751E-1
6.100312767E0,1.065195426E-1,-1.458439697E-2,-1.588248461E-2,1.086801312E-1
6.102673392E0,1.065195426E-1,-7.864884101E-3,-1.832594350E-2,1.083702430E-1
6.105034069E0,1.077412739E-1,-2.367100911E-3,-1.832594350E-2,1.093143425E-1
6.107394694E0,1.034652218E-1,2.519817324E-3,-1.954767294E-2,1.053257477E-1
6.109755371E0,1.034652218E-1,7.406735327E-3,-2.015853859E-2,1.056706134E-1
6.112115996E0,9.857830405E-2,8.628465235E-3,-2.138026804E-2,1.012385712E-1
6.114476673E0,9.735657275E-2,8.628465235E-3,-2.015853859E-2,9.979538741E-2
6.116837351E0,9.613484144E-2,7.406735327E-3,-2.015853859E-2,9.850448795E-2
6.119197976E0,9.124792367E-2,6.795870606E-3,-1.893680729E-2,9.343966022E-2
6.121558601E0,8.269581944E-2,4.963276442E-3,-1.588248461E-2,8.435334008E-2
6.123919278E0,8.086322248E-2,1.298087649E-3,-1.221729536E-2,8.179124701E-2
6.126279955E0,7.658717036E-2,-1.145371469E-3,-1.282816008E-2,7.766252784E-2
6.128640580E0,7.231111825E-2,-2.367100911E-3,-1.099556591E-2,7.318062215E-2
6.131001257E0,6.620246917E-2,-1.145371469E-3,-7.941242307E-3,6.668689623E-2
6.133361830E0,6.375901401E-2,-2.367100911E-3,-6.108647678E-3,6.409470033E-2
6.135722559E0,6.192641705E-2,7.635809743E-5,-3.054323839E-3,6.200174073E-2
6.138083184E0,6.192641705E-2,1.908952487E-3,-6.108647794E-4,6.195884428E-2
6.140443861E0,6.192641705E-2,3.741546767E-3,6.108647794E-4,6.204235212E-2
6.142804486E0,6.070468575E-2,3.741546767E-3,6.108647794E-4,6.082294961E-2
6.145165163E0,6.314814836E-2,3.741546767E-3,1.832594397E-3,6.328543447E-2
6.147525788E0,6.436987966E-2,4.963276442E-3,1.832594397E-3,6.458694855E-2
6.149886465E0,6.559160352E-2,3.741546767E-3,2.443459118E-3,6.574365457E-2
6.152247142E0,6.986765563E-2,4.352411721E-3,2.443459118E-3,7.004572281E-2
6.154607767E0,7.414371520E-2,4.352411721E-3,2.443459118E-3,7.431153668E-2
6.156968444E0,7.903063297E-2,3.130682046E-3,1.221729559E-3,7.910205270E-2
6.159329069E0,8.452841640E-2,6.872228696E-4,6.108647794E-4,8.453341712E-2
6.161689746E0,9.185878932E-2,-1.145371469E-3,6.108647794E-4,9.186796073E-2
6.164050371E0,1.004109010E-1,-4.810560029E-3,-6.108647794E-4,1.005279249E-1
6.166411048E0,1.010217592E-1,-9.086613543E-3,-0.000000000E0,1.014295932E-1
6.168771673E0,1.083521396E-1,-1.397353224E-2,-6.108647794E-4,1.092511735E-1
6.171132351E0,1.120173261E-1,-1.886045001E-2,-2.443459118E-3,1.136202817E-1
6.173492976E0,1.175151095E-1,-2.496909723E-2,-3.054323839E-3,1.201773093E-1
6.175853653E0,1.193477064E-1,-2.985601686E-2,-5.497782957E-3,1.231482131E-1
6.178214278E0,1.193477064E-1,-3.168861195E-2,-8.552107029E-3,1.237787611E-1
6.180574955E0,1.211803034E-1,-3.535379842E-2,-1.038470119E-2,1.266585923E-1
6.182935632E0,1.205694377E-1,-3.352120519E-2,-1.343902480E-2,1.258620988E-1
6.185296257E0,1.236237586E-1,-3.168861195E-2,-1.527161989E-2,1.285310242E-1
6.187656882E0,1.224020272E-1,-2.924515121E-2,-1.954767294E-2,1.273563766E-1
6.190017507E0,1.205694377E-1,-2.435823344E-2,-2.199113183E-2,1.249556831E-1
6.192378236E0,1.181259751E-1,-2.069304511E-2,-2.260199748E-2,1.220360537E-1
6.194738861E0,1.205694377E-1,-1.824958436E-2,-2.260199748E-2,1.240197038E-1
6.197099538E0,1.217911690E-1,-1.580612548E-2,-2.443459071E-2,1.252196937E-1
6.199460163E0,1.217911690E-1,-1.519526169E-2,-2.260199748E-2,1.247991792E-1
6.201820840E0,1.254563481E-1,-1.458439697E-2,-2.260199748E-2,1.283076389E-1
6.204181413E0,1.242346242E-1,-1.336266659E-2,-2.015853859E-2,1.265668574E-1
6.206542142E0,1.260672212E-1,-1.214093715E-2,-1.832594350E-2,1.279694761E-1
6.208902767E0,1.272889525E-1,-1.336266659E-2,-1.771507785E-2,1.292085998E-1
6.211263444E0,1.309541315E-1,-1.519526169E-2,-1.710421406E-2,1.329377097E-1
6.213624069E0,1.303432733E-1,-1.824958436E-2,-1.832594350E-2,1.328843724E-1
6.215984746E0,1.297324002E-1,-2.374736778E-2,-1.832594350E-2,1.331550725E-1
6.218345371E0,1.291215420E-1,-2.802342176E-2,-2.015853859E-2,1.336564680E-1
6.220706048E0,1.297324002E-1,-3.107774630E-2,-2.260199748E-2,1.353039994E-1
6.223066726E0,1.291215420E-1,-3.352120519E-2,-2.443459071E-2,1.356211378E-1
6.225427351E0,1.303432733E-1,-3.474293277E-2,-2.443459071E-2,1.370893486E-1
6.227788028E0,1.278998107E-1,-3.779725730E-2,-2.687804960E-2,1.360493432E-1
6.230148653E0,1.266780794E-1,-3.962985426E-2,-2.871064469E-2,1.358019229E-1
6.232509330E0,1.285106838E-1,-3.962985426E-2,-2.871064469E-2,1.375129896E-1
6.234869955E0,1.266780794E-1,-4.207331315E-2,-2.993237413E-2,1.367970997E-1
6.237230632E0,1.309541315E-1,-4.512763396E-2,-2.932151034E-2,1.415812094E-1
6.239591257E0,1.309541315E-1,-4.818195850E-2,-3.115410358E-2,1.429722485E-1
6.241951934E0,1.297324002E-1,-5.184714869E-2,-3.237583488E-2,1.434113565E-1
6.244312559E0,1.278998107E-1,-5.306887627E-2,-3.604102135E-2,1.430860665E-1
6.246673236E0,1.272889525E-1,-5.367974192E-2,-3.787361458E-2,1.432424616E-1
6.249033861E0,1.297324002E-1,-5.490147322E-2,-3.787361458E-2,1.458735003E-1
6.251394538E0,1.278998107E-1,-5.856665969E-2,-3.970621154E-2,1.461677065E-1
6.253755163E0,1.254563481E-1,-6.101011857E-2,-4.092793912E-2,1.453844078E-1
6.256115840E0,1.254563481E-1,-6.284271181E-2,-4.276053607E-2,1.466866222E-1
6.258476465E0,1.224020272E-1,-6.467530876E-2,-4.337139800E-2,1.450731884E-1
6.260837142E0,1.187368408E-1,-6.711876392E-2,-4.642572254E-2,1.440788449E-1
6.263197819E0,1.138499230E-1,-7.017309219E-2,-4.703658819E-2,1.417692085E-1
6.265558444E0,1.150716543E-1,-7.017309219E-2,-5.131264031E-2,1.442176673E-1
6.267919121E0,1.126281917E-1,-7.139482349E-2,-5.375609919E-2,1.437777750E-1
6.270279746E0,1.107956022E-1,-7.383827865E-2,-5.558869615E-2,1.442839561E-1
6.272640423E0,1.132390574E-1,-7.628174126E-2,-5.681042373E-2,1.478831039E-1
6.275001048E0,1.120173261E-1,-7.689260691E-2,-5.742128938E-2,1.475044366E-1
6.277361726E0,1.138499230E-1,-7.689260691E-2,-5.925388262E-2,1.496171801E-1
6.279722351E0,1.169042438E-1,-7.567087561E-2,-5.925388262E-2,1.513397048E-1
6.282083028E0,1.217911690E-1,-7.383827865E-2,-5.986474827E-2,1.544958522E-1
6.284443653E0,1.266780794E-1,-7.139482349E-2,-5.986474827E-2,1.572524871E-1
6.286804330E0,1.327867359E-1,-6.772962958E-2,-5.681042373E-2,1.595212970E-1
6.289164955E0,1.395062506E-1,-6.772962958E-2,-5.436696485E-2,1.643321744E-1
6.291525632E0,1.462257504E-1,-6.711876392E-2,-5.375609919E-2,1.696367200E-1
6.293886309E0,1.523344070E-1,-6.772962958E-2,-5.314523727E-2,1.749785430E-1
6.296246934E0,1.602756530E-1,-6.711876392E-2,-5.192350596E-2,1.813539740E-1
6.298607611E0,1.651625633E-1,-6.589704007E-2,-5.314523727E-2,1.855950119E-1
6.300968236E0,1.700494885E-1,-6.345357746E-2,-5.070177838E-2,1.884512016E-1
6.303328913E0,1.749363989E-1,-5.978839099E-2,-5.009091273E-2,1.915371893E-1
6.305689538E0,1.755472720E-1,-5.367974192E-2,-5.131264031E-2,1.906078342E-1
6.308050215E0,1.786015928E-1,-4.696023092E-2,-5.131264031E-2,1.916684097E-1
6.310410840E0,1.779907197E-1,-3.962985426E-2,-5.070177838E-2,1.892667218E-1
6.312771517E0,1.779907197E-1,-3.352120519E-2,-5.131264031E-2,1.882481196E-1
6.315132142E0,1.743255407E-1,-2.435823344E-2,-5.253437161E-2,1.836915291E-1
6.317492819E0,1.700494885E-1,-1.947131567E-2,-5.131264031E-2,1.786867307E-1
6.319853444E0,1.645517051E-1,-1.397353224E-2,-5.009091273E-2,1.725735287E-1
6.322214121E0,1.566104591E-1,-1.336266659E-2,-4.703658819E-2,1.640665639E-1
6.324574746E0,1.474474818E-1,-1.397353224E-2,-4.214967042E-2,1.539890067E-1
6.326935423E0,1.388953775E-1,-1.397353224E-2,-3.787361458E-2,1.446429956E-1
6.329296101E0,1.297324002E-1,-1.397353224E-2,-3.359756246E-2,1.347388269E-1
6.331656726E0,1.211803034E-1,-1.153007243E-2,-2.993237413E-2,1.253537216E-1
6.334017403E0,1.120173261E-1,-8.475748822E-3,-2.748891525E-2,1.156518920E-1
6.336378028E0,1.071304083E-1,-1.756236190E-3,-2.565632015E-2,1.101737515E-1
6.338738705E0,1.010217592E-1,3.130682046E-3,-2.199113183E-2,1.034350370E-1
6.341099330E0,9.980003536E-2,7.406735327E-3,-2.015853859E-2,1.020846387E-1
6.343460007E0,9.491311759E-2,1.107192412E-2,-1.893680729E-2,9.741504024E-2
6.345820632E0,9.369138628E-2,1.412624773E-2,-1.893680729E-2,9.662416576E-2
6.348181309E0,9.308052063E-2,1.595884189E-2,-1.832594350E-2,9.620035426E-2
6.350541934E0,9.308052063E-2,1.656970754E-2,-1.466075517E-2,9.567380138E-2
6.352902611E0,9.857830405E-2,1.473711245E-2,-1.282816008E-2,1.004959014E-1
6.355263236E0,1.028543562E-1,9.850194678E-3,-1.282816008E-2,1.041182338E-1
6.357623913E0,1.065195426E-1,5.574141163E-3,-1.099556591E-2,1.072305296E-1
6.359984538E0,1.107956022E-1,1.298087649E-3,-1.038470119E-2,1.112887798E-1
6.362345215E0,1.169042438E-1,-4.199695308E-3,-1.099556591E-2,1.174952856E-1
6.364705840E0,1.230128929E-1,-8.475748822E-3,-1.160643063E-2,1.238495836E-1
6.367066465E0,1.266780794E-1,-1.519526169E-2,-1.404988952E-2,1.283574352E-1
6.369427194E0,1.327867359E-1,-2.008217946E-2,-1.588248461E-2,1.352326310E-1
6.371787819E0,1.358410567E-1,-2.313650399E-2,-1.466075517E-2,1.385749914E-1
6.374148496E0,1.370627880E-1,-2.619082667E-2,-1.649334840E-2,1.405140484E-1
6.376509121E0,1.401171088E-1,-2.985601686E-2,-1.771507785E-2,1.443537665E-1
6.378869798E0,1.419496983E-1,-3.107774630E-2,-1.710421406E-2,1.463150618E-1
6.381230423E0,1.419496983E-1,-3.229947388E-2,-1.649334840E-2,1.465093970E-1
6.383591101E0,1.437823027E-1,-3.474293277E-2,-1.588248461E-2,1.487705457E-1
6.385951726E0,1.425605714E-1,-3.718639165E-2,-1.466075517E-2,1.480583736E-1
6.388312403E0,1.437823027E-1,-3.596466407E-2,-1.221729536E-2,1.487147267E-1
6.390673028E0,1.437823027E-1,-3.535379842E-2,-1.282816008E-2,1.486196600E-1
6.393033705E0,1.474474818E-1,-3.107774630E-2,-1.221729536E-2,1.511815084E-1
6.395394330E0,1.498909444E-1,-2.680169232E-2,-1.282816008E-2,1.528076818E-1
6.397755007E0,1.572213173E-1,-2.374736778E-2,-1.282816008E-2,1.595212894E-1
6.400115632E0,1.645517051E-1,-1.824958436E-2,-1.099556591E-2,1.659253249E-1
6.402476309E0,1.749363989E-1,-1.580612548E-2,-1.221729536E-2,1.760733925E-1
6.404836986E0,1.865428388E-1,-1.580612548E-2,-1.221729536E-2,1.876095057E-1
6.407197611E0,2.005927265E-1,-1.641699113E-2,-1.038470119E-2,2.015311428E-1
6.409558288E0,2.158643454E-1,-1.824958436E-2,-1.099556591E-2,2.169132671E-1
6.411918913E0,2.335794270E-1,-2.191477455E-2,-1.099556591E-2,2.348627440E-1
6.414279590E0,2.512944937E-1,-2.496909723E-2,-1.221729536E-2,2.528272942E-1
6.416640215E0,2.665661275E-1,-2.924515121E-2,-1.588248461E-2,2.686355013E-1
6.419000892E0,2.848920524E-1,-3.352120519E-2,-1.588248461E-2,2.872967213E-1
6.421361517E0,2.989419401E-1,-3.962985426E-2,-1.893680729E-2,3.021513057E-1
6.423722194E0,3.178787529E-1,-4.818195850E-2,-2.015853859E-2,3.221409154E-1
6.426082819E0,3.307069242E-1,-5.978839099E-2,-2.626718581E-2,3.370929938E-1
6.428443496E0,3.429242074E-1,-6.956222653E-2,-2.932151034E-2,3.511348265E-1
6.430804121E0,3.508654535E-1,-7.322741300E-2,-3.176496923E-2,3.598302846E-1
6.433164798E0,3.588066995E-1,-7.994692773E-2,-3.665188700E-2,3.694280981E-1
6.435525423E0,3.643044829E-1,-8.422297984E-2,-3.726275265E-2,3.757655910E-1
6.437886101E0,3.661370873E-1,-9.338594973E-2,-3.848448023E-2,3.798135826E-1
6.440246726E0,3.685805500E-1,-1.001054645E-1,-4.092793912E-2,3.841195413E-1
6.442607403E0,3.630827665E-1,-1.043815166E-1,-4.214967042E-2,3.801331228E-1
6.444968080E0,3.575849831E-1,-1.037706509E-1,-4.214967042E-2,3.747158428E-1
6.447328705E0,3.472002745E-1,-9.705114365E-2,-4.459312931E-2,3.632567993E-1
6.449689382E0,3.343721032E-1,-8.972076327E-2,-4.764745384E-2,3.494635870E-1
6.452050007E0,3.264308572E-1,-7.994692773E-2,-4.948004708E-2,3.397011787E-1
6.454410684E0,3.087157905E-1,-7.017309219E-2,-5.131264031E-2,3.207221371E-1
6.456771309E0,2.952767611E-1,-5.673406646E-2,-5.253437161E-2,3.052326655E-1
6.459131986E0,2.781725526E-1,-4.451677203E-2,-5.192350596E-2,2.864572612E-1
6.461492611E0,2.659552395E-1,-3.168861195E-2,-5.314523727E-2,2.730581876E-1
6.463853288E0,2.488510460E-1,-1.763872057E-2,-4.948004708E-2,2.543349024E-1
6.466213913E0,2.354120165E-1,-4.810560029E-3,-4.825831577E-2,2.403556200E-1
6.468574590E0,2.213621289E-1,6.185005885E-3,-4.276053607E-2,2.255391537E-1
6.470935215E0,2.079230994E-1,1.779143699E-2,-3.787361458E-2,2.120918697E-1
6.473295892E0,1.981492639E-1,2.756527252E-2,-3.237583488E-2,2.026602322E-1
6.475656569E0,1.889862865E-1,3.550651670E-2,-2.748891525E-2,1.942477019E-1
6.478017194E0,1.834885031E-1,4.405862093E-2,-2.260199748E-2,1.900527378E-1
6.480377819E0,1.743255407E-1,5.016727000E-2,-1.649334840E-2,1.821487844E-1
6.482738496E0,1.663842946E-1,5.566505343E-2,-9.773836471E-3,1.757209707E-1
6.485099173E0,1.645517051E-1,5.810851231E-2,-4.276053514E-3,1.745627323E-1
6.487459798E0,1.627191007E-1,5.871937796E-2,-6.108647794E-4,1.729908791E-1
6.489820476E0,1.608865112E-1,5.871937796E-2,4.276053514E-3,1.713205168E-1
6.492181101E0,1.608865112E-1,5.871937796E-2,9.162971750E-3,1.715120838E-1
6.494541778E0,1.608865112E-1,5.871937796E-2,1.099556591E-2,1.716197463E-1
6.496902403E0,1.614973694E-1,5.810851231E-2,1.282816008E-2,1.721120601E-1
6.499263080E0,1.633299738E-1,5.566505343E-2,1.649334840E-2,1.733415965E-1
6.501623705E0,1.651625633E-1,5.199986324E-2,1.588248461E-2,1.738818893E-1
6.503984382E0,1.669951528E-1,4.894553870E-2,1.527161989E-2,1.746890643E-1
6.506344955E0,1.694386154E-1,4.589121789E-2,1.588248461E-2,1.762603234E-1
6.508705684E0,1.712712198E-1,4.528035223E-2,1.710421406E-2,1.779794797E-1
6.511066309E0,1.737146676E-1,4.466948658E-2,1.771507785E-2,1.802386550E-1
6.513426986E0,1.767689884E-1,4.528035223E-2,1.893680729E-2,1.834562297E-1
6.515787611E0,1.804341823E-1,4.283689335E-2,2.015853859E-2,1.865418458E-1
6.518148288E0,1.816559136E-1,4.283689335E-2,2.015853859E-2,1.877238319E-1
6.520508965E0,1.816559136E-1,4.344775900E-2,2.015853859E-2,1.878641674E-1
6.522869590E0,1.804341823E-1,4.344775900E-2,2.015853859E-2,1.866830699E-1
6.525230267E0,1.755472720E-1,4.466948658E-2,1.832594350E-2,1.820660538E-1
6.527590892E0,1.737146676E-1,4.955640435E-2,1.649334840E-2,1.813963987E-1
6.529951569E0,1.706603467E-1,5.322159454E-2,1.588248461E-2,1.794707369E-1
6.532312194E0,1.682168841E-1,5.810851231E-2,1.404988952E-2,1.785242804E-1
6.534672871E0,1.645517051E-1,6.238456443E-2,1.343902480E-2,1.764927900E-1
6.537033496E0,1.627191007E-1,6.543888897E-2,1.221729536E-2,1.758096022E-1
6.539394173E0,1.645517051E-1,6.604975462E-2,1.282816008E-2,1.777762510E-1
6.541754798E0,1.621082425E-1,6.604975462E-2,1.282816008E-2,1.755169908E-1
6.544115476E0,1.651625633E-1,6.482802331E-2,1.527161989E-2,1.780858425E-1
6.546476101E0,1.645517051E-1,6.238456443E-2,1.710421406E-2,1.768096481E-1
6.548836778E0,1.700494885E-1,6.055197120E-2,1.832594350E-2,1.814365178E-1
6.551197403E0,1.737146676E-1,5.688678101E-2,2.015853859E-2,1.839001312E-1
6.553558080E0,1.816559136E-1,5.444332212E-2,2.015853859E-2,1.907074014E-1
6.555918757E0,1.871536970E-1,4.894553870E-2,2.076940238E-2,1.945598626E-1
6.558279382E0,1.920406222E-1,4.589121789E-2,2.199113183E-2,1.986686043E-1
6.560640059E0,1.993709952E-1,4.100430012E-2,2.076940238E-2,2.046008661E-1
6.563000684E0,2.048687786E-1,3.611737862E-2,1.832594350E-2,2.088337178E-1
6.565361361E0,2.128100246E-1,3.123046272E-2,1.771507785E-2,2.158176832E-1
6.567721986E0,2.213621289E-1,2.634354308E-2,1.466075517E-2,2.234057119E-1
6.570082663E0,2.268599123E-1,2.206749097E-2,1.282816008E-2,2.282913832E-1
6.572443288E0,2.354120165E-1,1.901316643E-2,1.038470119E-2,2.364067682E-1
6.574803965E0,2.427423894E-1,1.534797717E-2,7.330377586E-3,2.433375484E-1
6.577164590E0,2.451858521E-1,1.351538301E-2,4.276053514E-3,2.455953018E-1
6.579525267E0,2.506836355E-1,1.168278884E-2,4.886918236E-3,2.510032960E-1
6.581885892E0,2.543488145E-1,6.795870606E-3,3.054323839E-3,2.544579183E-1
6.584246569E0,2.549596727E-1,1.908952487E-3,4.886918236E-3,2.550136482E-1
6.586607246E0,2.543488145E-1,-3.588830587E-3,6.108647678E-3,2.544474695E-1
6.588967871E0,2.525162399E-1,-9.086613543E-3,6.719512399E-3,2.527690048E-1
6.591328548E0,2.482401729E-1,-1.458439697E-2,4.886918236E-3,2.487162440E-1
6.593689173E0,2.451858521E-1,-1.702785492E-2,4.886918236E-3,2.458250025E-1
6.596049851E0,2.372446060E-1,-1.763872057E-2,5.497782957E-3,2.379629239E-1
6.598410476E0,2.299142331E-1,-1.519526169E-2,3.665188793E-3,2.304449699E-1
6.600771153E0,2.256381810E-1,-1.030834299E-2,3.054323839E-3,2.258941777E-1
6.603131778E0,2.189186662E-1,-2.367100911E-3,1.832594397E-3,2.189391331E-1
6.605492455E0,2.121991515E-1,6.795870606E-3,-0.000000000E0,2.123079456E-1
6.607853080E0,2.079230994E-1,1.595884189E-2,-1.832594397E-3,2.085427014E-1
6.610213757E0,2.018144578E-1,2.573267929E-2,-1.832594397E-3,2.034566405E-1
6.612574382E0,1.993709952E-1,3.428478539E-2,-2.443459118E-3,2.023121616E-1
6.614935059E0,1.963166744E-1,3.856083751E-2,-1.221729559E-3,2.000716558E-1
6.617295684E0,1.963166744E-1,3.856083751E-2,-0.000000000E0,2.000679255E-1
6.619656309E0,1.993709952E-1,3.611737862E-2,1.221729559E-3,2.026197211E-1
6.622017038E0,2.030361742E-1,3.123046272E-2,3.665188793E-3,2.054567191E-1
6.624377663E0,2.103665620E-1,2.634354308E-2,6.719512399E-3,2.121160638E-1
6.626738340E0,2.183077931E-1,2.512181364E-2,8.552107029E-3,2.199148394E-1
6.629098965E0,2.268599123E-1,2.084576152E-2,1.038470119E-2,2.280522037E-1
6.631459642E0,2.348011434E-1,1.901316643E-2,1.343902480E-2,2.359527174E-1
6.633820267E0,2.415206581E-1,1.656970754E-2,1.710421406E-2,2.426918574E-1
6.636180944E0,2.494619042E-1,1.473711245E-2,1.893680729E-2,2.506133013E-1
6.638541569E0,2.586248815E-1,1.229365356E-2,2.015853859E-2,2.597004619E-1
6.640902246E0,2.629009187E-1,1.046105940E-2,2.076940238E-2,2.639274425E-1
6.643262819E0,2.702313066E-1,7.406735327E-3,2.138026804E-2,2.711769434E-1
6.645623548E0,2.775616944E-1,4.352411721E-3,2.015853859E-2,2.783267942E-1
6.647984173E0,2.830594778E-1,7.635809743E-5,1.893680729E-2,2.836922214E-1
6.650344851E0,2.867246568E-1,-4.810560029E-3,1.954767294E-2,2.874304817E-1
6.652705476E0,2.873355150E-1,-1.030834299E-2,1.771507785E-2,2.880655899E-1
6.655066153E0,2.848920524E-1,-1.458439697E-2,1.527161989E-2,2.856736049E-1
6.657426778E0,2.848920524E-1,-2.008217946E-2,1.466075517E-2,2.859750220E-1
6.659787455E0,2.836703360E-1,-2.313650399E-2,1.404988952E-2,2.849588685E-1
6.662148132E0,2.763399482E-1,-2.680169232E-2,1.221729536E-2,2.779053076E-1
6.664508757E0,2.714530230E-1,-2.863428742E-2,1.038470119E-2,2.731565634E-1
6.666869434E0,2.665661275E-1,-2.741255611E-2,7.330377586E-3,2.680721601E-1
6.669230059E0,2.616792023E-1,-2.924515121E-2,7.330377586E-3,2.634103609E-1
6.671590736E0,2.555705607E-1,-2.741255611E-2,5.497782957E-3,2.570952846E-1
6.673951361E0,2.512944937E-1,-2.435823344E-2,4.886918236E-3,2.525195598E-1
6.676312038E0,2.494619042E-1,-2.252563834E-2,3.665188793E-3,2.505036519E-1
6.678672663E0,2.500727773E-1,-2.008217946E-2,4.276053514E-3,2.509142732E-1
6.681033340E0,2.531270981E-1,-1.824958436E-2,6.108647678E-3,2.538576189E-1
